# KAPUTNIK Flight Data v4
# Sample rate: 500 Hz
# Samples: 7041
# Accel range: +/-16 g
# Gyro range: +/-2000 dps
# Epoch start: 1776857918153
epoch_ms,ax,ay,az,gx,gy,gz,gp14,mx,my,mz,mag_valid
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776862213120,-1,-1,-1,-1,-1,-1,255,-1,-1,-1,255
1776857918483,-2024,13,-157,-128,23,17,0,0,0,0,0
1776857918485,-2023,16,-155,-128,25,16,0,0,0,0,0
1776857918487,-2024,12,-153,-127,26,15,0,0,0,0,0
1776857918489,-2023,15,-153,-128,25,16,0,0,0,0,0
1776857918491,-2026,13,-153,-128,26,16,0,0,0,0,0
1776857918493,-2027,13,-156,-128,27,18,0,0,0,0,0
1776857918495,-2022,9,-166,-128,28,17,0,0,0,0,0
1776857918497,-2027,12,-166,-127,27,16,0,0,0,0,0
1776857918499,-2030,11,-153,-126,24,17,0,0,0,0,0
1776857918501,-2031,11,-155,-127,23,17,0,0,0,0,0
1776857918503,-2029,10,-165,-129,23,17,52,1561,5632,3320,0
1776862204731,26,17,0,0,0,0,4,1569,5376,4600,0
1776862204797,25,17,0,0,0,0,212,1576,6144,4344,0
1776862204862,25,17,0,0,0,0,164,1584,5376,4088,0
1776862204862,25,16,0,0,0,0,116,1592,5120,1784,0
1776862204862,23,15,0,0,0,0,68,1600,5376,1272,0
1776862204797,23,18,0,0,0,0,20,1608,5888,1016,0
1776862204797,26,18,0,0,0,0,228,1615,5888,3832,0
1776862204797,26,19,0,0,0,0,180,1623,5888,3576,0
1776862204797,25,17,0,0,0,0,132,1631,5120,2296,0
1776862204797,24,17,0,0,0,0,84,1639,6656,2808,0
1776862204862,24,18,28454,6,-2022,6,97,-32001,6655,4608,0
1776857918153,0,0,30454,6,-2025,6,95,-32001,6911,4608,0
1776857918153,0,0,32454,6,-2023,14,98,-32257,7423,4608,0
1776857918153,0,0,-31082,6,-2029,9,97,-32513,6911,4352,0
1776857918153,0,0,-29082,6,-2028,12,95,-31745,6911,4096,0
1776857918153,0,0,-27082,6,-2029,10,99,-32257,6911,4096,0
1776857918153,0,0,-25082,6,-2030,6,97,-32001,6399,4352,0
1776857918153,0,0,-23082,6,-2029,10,94,-32001,6655,4608,0
1776857918153,0,0,-21082,6,-2026,12,97,32767,6655,4352,0
1776857918153,0,0,-19082,6,-2028,15,103,-32513,6655,4608,0
1776857918153,0,0,-17082,6,-2021,9,100,-32257,6655,4608,0
1776857918596,-2024,14,-162,-126,24,16,0,0,0,0,0
1776857918598,-2021,10,-153,-126,27,15,0,0,0,0,0
1776857918600,-2018,12,-148,-127,27,15,0,0,0,0,0
1776857918602,-2022,13,-153,-129,27,18,0,0,0,0,0
1776857918604,-2025,13,-159,-126,27,19,0,0,0,0,0
1776857918606,-2025,9,-157,-126,25,18,0,0,0,0,0
1776857918608,-2028,6,-147,-127,26,17,0,0,0,0,0
1776857918610,-2021,8,-154,-127,26,19,0,0,0,0,0
1776857918612,-2019,12,-145,-128,23,18,0,0,0,0,0
1776857918614,-2018,14,-148,-128,20,18,0,0,0,0,0
1776857918616,-2023,13,-150,-127,22,17,4,1819,6400,2808,0
1776862204797,24,16,0,0,0,0,212,1826,7424,2296,0
1776862204797,24,15,0,0,0,0,164,1834,5888,1528,0
1776862204797,24,16,0,0,0,0,116,1842,5120,2808,0
1776862204797,26,17,0,0,0,0,68,1850,5376,2040,0
1776862204797,26,17,0,0,0,0,20,1858,5120,2552,0
1776862204731,26,18,0,0,0,0,228,1865,7168,1784,0
1776862204731,28,17,0,0,0,0,180,1873,6400,2040,0
1776862204731,29,15,0,0,0,0,132,1881,6400,1784,0
1776862204797,28,16,0,0,0,0,84,1889,5888,2296,0
1776862204797,26,17,0,0,0,0,36,1897,6144,2552,0
1776862204862,27,17,28918,7,-2028,10,96,-32001,7167,4352,0
1776857918153,0,0,30918,7,-2028,14,94,32767,6655,4352,0
1776857918153,0,0,-32618,7,-2024,8,93,-32513,6655,4608,0
1776857918153,0,0,-30618,7,-2025,14,93,-32001,6911,4608,0
1776857918153,0,0,-28618,7,-2026,9,102,-32257,7167,4608,0
1776857918153,0,0,-26618,7,-2024,6,93,-32257,6911,4096,0
1776857918153,0,0,-24619,7,-2025,9,95,-32513,6399,3840,0
1776857918153,0,0,-22619,7,-2026,10,93,32511,6143,3840,0
1776857918153,0,0,-20619,7,-2023,9,98,32255,6655,3584,0
1776857918153,0,0,-18619,7,-2024,8,100,32767,6143,3840,0
1776857918153,0,0,-16619,7,-2021,4,110,32767,6655,4096,0
1776857918662,-2023,11,-156,-127,26,15,0,0,0,0,0
1776857918664,-2022,11,-171,-128,24,15,0,0,0,0,0
1776857918666,-2026,8,-169,-127,23,17,0,0,0,0,0
1776857918668,-2028,8,-164,-127,25,17,0,0,0,0,0
1776857918670,-2030,13,-160,-128,25,16,0,0,0,0,0
1776857918672,-2028,8,-156,-128,24,17,0,0,0,0,0
1776857918674,-2029,6,-154,-129,22,18,0,0,0,0,0
1776857918676,-2027,10,-161,-127,23,16,0,0,0,0,0
1776857918678,-2028,8,-151,-127,24,16,0,0,0,0,0
1776857918680,-2027,13,-147,-128,25,18,0,0,0,0,0
1776857918682,-2024,8,-150,-129,25,18,214,2076,5120,3832,0
1776862204731,25,17,0,0,0,0,166,2084,4352,4344,0
1776862204797,26,17,0,0,0,0,118,2092,5120,2296,0
1776862204862,26,16,0,0,0,0,70,2100,5888,2296,0
1776862204797,27,17,0,0,0,0,22,2108,6400,2552,0
1776862204731,24,17,0,0,0,0,230,2115,6656,3064,0
1776862204797,24,15,0,0,0,0,182,2123,5888,2808,0
1776862204862,22,15,0,0,0,0,134,2131,6656,2296,0
1776862204797,23,16,0,0,0,0,86,2139,6400,2552,0
1776862204797,26,17,0,0,0,0,38,2147,6400,2808,0
1776862204862,26,18,0,0,0,0,246,2154,6400,4344,0
1776862204928,26,17,29381,8,-2022,13,98,-32001,6143,4352,0
1776857918153,0,0,31381,8,-2018,10,100,-32257,6399,4608,0
1776857918153,0,0,-32155,8,-2026,11,107,-32513,6143,4608,0
1776857918153,0,0,-30155,8,-2029,12,99,-32513,6143,4352,0
1776857918153,0,0,-28155,8,-2025,10,99,-32257,6655,4096,0
1776857918153,0,0,-26155,8,-2019,9,93,-32257,6655,4352,0
1776857918153,0,0,-24155,8,-2023,11,95,-31745,6911,4352,0
1776857918153,0,0,-22155,8,-2028,12,101,-32257,6655,4608,0
1776857918153,0,0,-20155,8,-2019,9,102,32767,6399,4352,0
1776857918153,0,0,-18155,8,-2018,13,99,-32513,6399,4096,0
1776857918153,0,0,-16155,8,-2022,11,91,32511,6655,3840,0
1776857918728,-2027,5,-163,-128,24,16,0,0,0,0,0
1776857918730,-2029,5,-156,-128,24,16,0,0,0,0,0
1776857918732,-2025,15,-155,-126,26,15,0,0,0,0,0
1776857918734,-2029,9,-159,-128,25,17,0,0,0,0,0
1776857918736,-2023,10,-154,-128,23,15,0,0,0,0,0
1776857918738,-2029,9,-159,-127,23,14,0,0,0,0,0
1776857918740,-2029,12,-162,-128,25,15,0,0,0,0,0
1776857918742,-2025,9,-158,-129,26,16,0,0,0,0,0
1776857918744,-2021,9,-166,-127,27,16,0,0,0,0,0
1776857918746,-2023,9,-161,-127,27,17,0,0,0,0,0
1776857918748,-2028,3,-155,-129,25,18,164,2334,5120,2808,0
1776862204797,25,17,0,0,0,0,116,2342,4864,2296,0
1776862204862,26,17,0,0,0,0,68,2350,3840,1272,0
1776862204862,26,15,0,0,0,0,21,2358,4864,1528,0
1776862204862,25,16,0,0,0,0,229,2365,6144,2040,0
1776862204731,25,16,0,0,0,0,181,2373,7168,2552,0
1776862204797,24,17,0,0,0,0,133,2381,6656,2552,0
1776862204797,26,17,0,0,0,0,85,2389,5376,2552,0
1776862204797,24,16,0,0,0,0,37,2397,7168,2296,0
1776862204928,21,17,0,0,0,0,245,2404,6656,2296,0
1776862204928,24,15,0,0,0,0,197,2412,5120,3064,0
1776862204862,26,17,29844,9,-2024,17,104,32767,7167,4608,0
1776857918153,0,0,31844,9,-2026,14,95,32511,7423,4096,0
1776857918153,0,0,-31692,9,-2026,10,98,32767,7167,4096,0
1776857918153,0,0,-29692,9,-2030,11,97,-32257,6655,3840,0
1776857918153,0,0,-27692,9,-2023,11,101,-32257,6655,3840,0
1776857918153,0,0,-25692,9,-2024,13,94,-32257,6911,4096,0
1776857918153,0,0,-23692,9,-2022,11,94,-32257,6399,4352,0
1776857918153,0,0,-21692,9,-2025,11,98,-32001,6399,4608,0
1776857918153,0,0,-19692,9,-2022,12,98,-32513,7167,4096,0
1776857918153,0,0,-17692,9,-2020,14,103,32767,7167,3840,0
1776857918153,0,0,-15692,9,-2023,15,100,-32001,6399,4096,0
1776857918794,-2025,15,-154,-127,23,17,0,0,0,0,0
1776857918796,-2021,10,-164,-125,23,17,0,0,0,0,0
1776857918798,-2026,8,-154,-125,23,15,0,0,0,0,0
1776857918800,-2026,10,-147,-126,22,14,0,0,0,0,0
1776857918802,-2023,12,-154,-127,21,15,0,0,0,0,0
1776857918804,-2028,5,-150,-128,23,16,0,0,0,0,0
1776857918806,-2032,8,-152,-128,24,16,0,0,0,0,0
1776857918808,-2031,12,-156,-126,24,17,0,0,0,0,0
1776857918810,-2026,13,-155,-127,25,17,0,0,0,0,0
1776857918812,-2023,15,-152,-129,26,16,0,0,0,0,0
1776857918814,-2025,10,-141,-128,24,16,118,2592,5376,2808,0
1776862204731,24,16,0,0,0,0,70,2600,5632,3576,0
1776862204731,23,16,0,0,0,0,22,2608,5632,2808,0
1776862204862,24,17,0,0,0,0,230,2615,5632,3320,0
1776862204928,24,18,0,0,0,0,182,2623,5632,3064,0
1776862204928,23,17,0,0,0,0,134,2631,5888,2296,0
1776862204797,24,17,0,0,0,0,86,2639,7168,2296,0
1776862204797,28,18,0,0,0,0,38,2647,6656,3320,0
1776862204797,29,19,0,0,0,0,246,2654,6144,2552,0
1776862204731,26,18,0,0,0,0,198,2662,7168,3064,0
1776862204665,26,17,0,0,0,0,150,2670,5376,2808,0
1776862204731,26,15,30309,10,-2025,8,95,32767,6911,3840,0
1776857918153,0,0,32309,10,-2024,10,101,-32513,6399,4096,0
1776857918153,0,0,-31227,10,-2020,13,106,-32513,6399,4608,0
1776857918153,0,0,-29227,10,-2025,19,103,32767,6655,4608,0
1776857918153,0,0,-27227,10,-2030,18,84,-32001,6655,4608,0
1776857918153,0,0,-25227,10,-2028,15,92,-32257,6911,4096,0
1776857918153,0,0,-23227,10,-2026,15,102,-32257,6911,4096,0
1776857918153,0,0,-21227,10,-2019,12,100,-32257,6655,3840,0
1776857918153,0,0,-19227,10,-2024,9,104,-32257,7167,4608,0
1776857918153,0,0,-17227,10,-2028,12,102,-32001,6399,4864,0
1776857918153,0,0,-15227,10,-2029,7,96,-32257,6143,4352,0
1776857918860,-2024,14,-154,-128,21,17,0,0,0,0,0
1776857918862,-2021,14,-161,-128,21,18,0,0,0,0,0
1776857918864,-2024,16,-157,-128,22,16,0,0,0,0,0
1776857918866,-2029,16,-162,-128,24,16,0,0,0,0,0
1776857918868,-2024,15,-156,-128,25,16,0,0,0,0,0
1776857918870,-2024,9,-150,-128,26,17,0,0,0,0,0
1776857918872,-2025,12,-148,-128,25,18,0,0,0,0,0
1776857918874,-2027,12,-158,-128,25,16,0,0,0,0,0
1776857918876,-2023,10,-164,-125,27,18,0,0,0,0,0
1776857918878,-2022,10,-168,-127,27,17,0,0,0,0,0
1776857918880,-2023,3,-158,-126,26,16,68,2850,5632,1016,0
1776862204862,27,15,0,0,0,0,20,2858,6912,2808,0
1776862204731,25,15,0,0,0,0,228,2865,5888,2808,0
1776862204731,22,17,0,0,0,0,180,2873,7168,3576,0
1776862204862,23,16,0,0,0,0,132,2881,5376,3832,0
1776862204928,25,15,0,0,0,0,84,2889,5888,3832,0
1776862204797,25,17,0,0,0,0,36,2897,6400,2552,0
1776862204731,25,16,0,0,0,0,244,2904,4864,2808,0
1776862204797,25,16,0,0,0,0,196,2912,5376,2296,0
1776862204797,24,15,0,0,0,0,148,2920,5120,2296,0
1776862204797,24,16,0,0,0,0,100,2928,4352,2040,0
1776862204731,23,16,13001,12,-2024,12,93,-32257,6655,4096,0
1776857918153,0,0,15001,12,-2022,10,97,-32257,7167,3840,0
1776857918153,0,0,17001,12,-2021,2,104,-32513,6655,3840,0
1776857918153,0,0,19001,12,-2024,10,97,-32513,6399,4096,0
1776857918153,0,0,21001,12,-2025,11,101,-32257,7167,4352,0
1776857918153,0,0,23001,12,-2021,14,107,-32513,6911,4352,0
1776857918153,0,0,25001,12,-2021,8,102,32767,6655,4864,0
1776857918153,0,0,27001,12,-2027,9,97,32767,7167,4608,0
1776857918153,0,0,29001,12,-2029,14,101,32767,6911,4096,0
1776857918153,0,0,31001,12,-2028,13,97,-32513,6911,3840,0
1776857918153,0,0,-32535,12,-2024,7,105,32767,7167,3840,0
1776857918974,-2018,8,-151,-128,25,15,0,0,0,0,0
1776857918976,-2017,13,-152,-127,23,17,0,0,0,0,0
1776857918978,-2019,9,-163,-127,22,19,0,0,0,0,0
1776857918980,-2026,10,-164,-127,22,18,0,0,0,0,0
1776857918982,-2031,14,-164,-127,25,16,0,0,0,0,0
1776857918984,-2027,13,-153,-127,27,14,0,0,0,0,0
1776857918986,-2023,9,-141,-128,28,16,0,0,0,0,0
1776857918988,-2021,12,-153,-127,29,17,0,0,0,0,0
1776857918990,-2026,13,-158,-126,29,18,0,0,0,0,0
1776857918992,-2025,15,-166,-128,27,17,0,0,0,0,0
1776857918994,-2023,11,-165,-129,27,16,171,3294,7424,2296,0
1776862204731,27,16,0,0,0,0,123,3302,8448,2296,0
1776862204928,26,15,0,0,0,0,75,3310,8192,1272,0
1776862204862,26,18,0,0,0,0,27,3318,6144,2808,0
1776862204731,25,19,0,0,0,0,235,3325,6144,2296,0
1776862204731,24,18,0,0,0,0,187,3333,6912,2808,0
1776862204928,25,14,0,0,0,0,139,3341,6144,2808,0
1776862204928,24,15,0,0,0,0,91,3349,7424,1528,0
1776862204731,22,16,0,0,0,0,43,3357,7168,2296,0
1776862204862,22,17,0,0,0,0,251,3364,6400,2296,0
1776862204993,24,17,0,0,0,0,203,3372,5632,1528,0
1776862204928,24,17,13467,13,-2028,9,104,-32001,6143,4096,0
1776857918153,0,0,15467,13,-2029,9,102,-32513,6399,4352,0
1776857918153,0,0,17467,13,-2030,14,95,-32257,6655,4608,0
1776857918153,0,0,19467,13,-2027,15,102,-32257,6911,4352,0
1776857918153,0,0,21467,13,-2026,13,106,-32257,7167,3840,0
1776857918153,0,0,23467,13,-2027,13,101,-32513,6911,4096,0
1776857918153,0,0,25467,13,-2026,9,114,-32513,6399,4352,0
1776857918153,0,0,27467,13,-2029,9,104,-32257,6655,4352,0
1776857918153,0,0,29467,13,-2032,10,112,-32001,6655,4608,0
1776857918153,0,0,31467,13,-2022,9,105,-32257,6399,4608,0
1776857918153,0,0,-32069,13,-2024,11,103,-32513,6655,4096,0
1776857919040,-2026,10,-157,-127,26,14,0,0,0,0,0
1776857919042,-2027,10,-159,-129,27,16,0,0,0,0,0
1776857919044,-2027,12,-154,-128,26,18,0,0,0,0,0
1776857919046,-2025,10,-158,-128,24,17,0,0,0,0,0
1776857919048,-2023,13,-161,-127,24,17,0,0,0,0,0
1776857919050,-2022,15,-156,-127,23,17,0,0,0,0,0
1776857919052,-2020,14,-161,-128,24,17,0,0,0,0,0
1776857919054,-2026,15,-169,-126,24,19,0,0,0,0,0
1776857919056,-2024,18,-167,-128,24,20,0,0,0,0,0
1776857919058,-2023,14,-152,-129,23,19,0,0,0,0,0
1776857919060,-2024,10,-149,-128,21,18,122,3552,7424,4088,0
1776862204862,23,17,0,0,0,0,74,3560,7424,4088,0
1776862204797,24,16,0,0,0,0,26,3568,7168,4088,0
1776862204665,24,15,0,0,0,0,234,3575,7168,2296,0
